Gene.stable.ID,Gene.name,Gene.type_ensembl,Gene.type_Fig2B
ENSMFAG00000002006,ENSMFAG00000002006,protein_coding,protein_coding
ENSMFAG00000002934,COMMD10,protein_coding,protein_coding
ENSMFAG00000041392,SEMA6A,protein_coding,protein_coding
ENSMFAG00000030132,ENSMFAG00000030132,protein_coding,protein_coding
ENSMFAG00000043561,DTWD2,protein_coding,protein_coding
ENSMFAG00000037436,RF00001,rRNA,smallRNA
ENSMFAG00000040275,DMXL1,protein_coding,protein_coding
ENSMFAG00000034882,RF00026,snRNA,smallRNA
ENSMFAG00000015728,ENSMFAG00000015728,miRNA,smallRNA
ENSMFAG00000042688,TNFAIP8,protein_coding,protein_coding
ENSMFAG00000023613,RF00017,misc_RNA,smallRNA
ENSMFAG00000039507,HSD17B4,protein_coding,protein_coding
ENSMFAG00000031496,FAM170A,protein_coding,protein_coding
ENSMFAG00000002111,ENSMFAG00000002111,protein_coding,protein_coding
ENSMFAG00000003359,PRR16,protein_coding,protein_coding
ENSMFAG00000031263,SRFBP1,protein_coding,protein_coding
ENSMFAG00000043699,LOX,protein_coding,protein_coding
ENSMFAG00000033060,SNCAIP,protein_coding,protein_coding
ENSMFAG00000029999,SNX2,protein_coding,protein_coding
ENSMFAG00000033967,SNX24,protein_coding,protein_coding
ENSMFAG00000011777,RF00017,misc_RNA,smallRNA
ENSMFAG00000033147,PPIC,protein_coding,protein_coding
ENSMFAG00000008131,RF00017,misc_RNA,smallRNA
ENSMFAG00000002537,PRDM6,protein_coding,protein_coding
ENSMFAG00000000165,CEP120,protein_coding,protein_coding
ENSMFAG00000031684,CSNK1G3,protein_coding,protein_coding
ENSMFAG00000043739,ZNF608,protein_coding,protein_coding
ENSMFAG00000044063,GRAMD2B,protein_coding,protein_coding
ENSMFAG00000045191,ENSMFAG00000045191,protein_coding,protein_coding
ENSMFAG00000009327,ENSMFAG00000009327,protein_coding,protein_coding
ENSMFAG00000020192,RF00026,snRNA,smallRNA
ENSMFAG00000041041,PHAX,protein_coding,protein_coding
ENSMFAG00000042605,TEX43,protein_coding,protein_coding
ENSMFAG00000032797,ENSMFAG00000032797,protein_coding,protein_coding
ENSMFAG00000033746,LMNB1,protein_coding,protein_coding
ENSMFAG00000046331,2021-03-03 00:00:00,protein_coding,protein_coding
ENSMFAG00000009790,C5orf63,protein_coding,protein_coding
ENSMFAG00000002850,ENSMFAG00000002850,protein_coding,protein_coding
ENSMFAG00000042999,MEGF10,protein_coding,protein_coding
ENSMFAG00000039433,ENSMFAG00000039433,protein_coding,protein_coding
ENSMFAG00000006013,RF00026,snRNA,smallRNA
ENSMFAG00000020933,ENSMFAG00000020933,miRNA,smallRNA
ENSMFAG00000003850,ENSMFAG00000003850,protein_coding,protein_coding
ENSMFAG00000044127,PRRC1,protein_coding,protein_coding
ENSMFAG00000008118,CTXN3,protein_coding,protein_coding
ENSMFAG00000041916,CCDC192,protein_coding,protein_coding
ENSMFAG00000001384,SLC12A2,protein_coding,protein_coding
ENSMFAG00000041645,FBN2,protein_coding,protein_coding
ENSMFAG00000010618,RF00019,misc_RNA,smallRNA
ENSMFAG00000007061,ENSMFAG00000007061,miRNA,smallRNA
ENSMFAG00000041201,SLC27A6,protein_coding,protein_coding
ENSMFAG00000043883,ISOC1,protein_coding,protein_coding
ENSMFAG00000006556,ENSMFAG00000006556,miRNA,smallRNA
ENSMFAG00000016169,ENSMFAG00000016169,miRNA,smallRNA
ENSMFAG00000043585,ADAMTS19,protein_coding,protein_coding
ENSMFAG00000038413,MINAR2,protein_coding,protein_coding
ENSMFAG00000006334,CHSY3,protein_coding,protein_coding
ENSMFAG00000036310,HINT1,protein_coding,protein_coding
ENSMFAG00000040390,LYRM7,protein_coding,protein_coding
ENSMFAG00000002969,CDC42SE2,protein_coding,protein_coding
ENSMFAG00000033294,ENSMFAG00000033294,protein_coding,protein_coding
ENSMFAG00000015325,RF02271,misc_RNA,smallRNA
ENSMFAG00000040948,FNIP1,protein_coding,protein_coding
ENSMFAG00000046133,MEIKIN,protein_coding,protein_coding
ENSMFAG00000030483,ACSL6,protein_coding,protein_coding
ENSMFAG00000040077,P4HA2,protein_coding,protein_coding
ENSMFAG00000017208,PDLIM4,protein_coding,protein_coding
ENSMFAG00000037984,SLC22A4,protein_coding,protein_coding
ENSMFAG00000033875,SLC22A5,protein_coding,protein_coding
ENSMFAG00000044999,ENSMFAG00000044999,protein_coding,protein_coding
ENSMFAG00000013130,RF00019,misc_RNA,smallRNA
ENSMFAG00000041040,IRF1,protein_coding,protein_coding
ENSMFAG00000040346,IL5,protein_coding,protein_coding
ENSMFAG00000034228,ENSMFAG00000034228,protein_coding,protein_coding
ENSMFAG00000031033,IL13,protein_coding,protein_coding
ENSMFAG00000032664,KIF3A,protein_coding,protein_coding
ENSMFAG00000039382,CCNI2,protein_coding,protein_coding
ENSMFAG00000016659,2021-09-08 00:00:00,protein_coding,protein_coding
ENSMFAG00000025893,SOWAHA,protein_coding,protein_coding
ENSMFAG00000031085,SHROOM1,protein_coding,protein_coding
ENSMFAG00000001481,GDF9,protein_coding,protein_coding
ENSMFAG00000029980,UQCRQ,protein_coding,protein_coding
ENSMFAG00000034148,LEAP2,protein_coding,protein_coding
ENSMFAG00000044475,ENSMFAG00000044475,protein_coding,protein_coding
ENSMFAG00000034615,AFF4,protein_coding,protein_coding
ENSMFAG00000001259,ZCCHC10,protein_coding,protein_coding
ENSMFAG00000028852,HSPA4,protein_coding,protein_coding
ENSMFAG00000042865,ENSMFAG00000042865,protein_coding,protein_coding
ENSMFAG00000033336,FSTL4,protein_coding,protein_coding
ENSMFAG00000005715,ENSMFAG00000005715,miRNA,smallRNA
ENSMFAG00000041163,C6H5orf15,protein_coding,protein_coding
ENSMFAG00000041056,VDAC1,protein_coding,protein_coding
ENSMFAG00000045000,TCF7,protein_coding,protein_coding
ENSMFAG00000039256,SKP1,protein_coding,protein_coding
ENSMFAG00000003976,PPP2CA,protein_coding,protein_coding
ENSMFAG00000010092,MIR3661,miRNA,smallRNA
ENSMFAG00000030991,CDKL3,protein_coding,protein_coding
ENSMFAG00000041630,UBE2B,protein_coding,protein_coding
ENSMFAG00000036438,CDKN2AIPNL,protein_coding,protein_coding
ENSMFAG00000027430,JADE2,protein_coding,protein_coding
ENSMFAG00000002947,SAR1B,protein_coding,protein_coding
ENSMFAG00000006840,RF00026,snRNA,smallRNA
ENSMFAG00000036944,SEC24A,protein_coding,protein_coding
ENSMFAG00000004688,RF00026,snRNA,smallRNA
ENSMFAG00000005789,CAMLG,protein_coding,protein_coding
ENSMFAG00000044528,DDX46,protein_coding,protein_coding
ENSMFAG00000043741,C5orf24,protein_coding,protein_coding
ENSMFAG00000000626,TXNDC15,protein_coding,protein_coding
ENSMFAG00000044154,PCBD2,protein_coding,protein_coding
ENSMFAG00000037486,CATSPER3,protein_coding,protein_coding
ENSMFAG00000046102,PITX1,protein_coding,protein_coding
ENSMFAG00000003059,H2AFY,protein_coding,protein_coding
ENSMFAG00000031860,CXCL14,protein_coding,protein_coding
ENSMFAG00000018720,ENSMFAG00000018720,protein_coding,protein_coding
ENSMFAG00000030439,ENSMFAG00000030439,protein_coding,protein_coding
ENSMFAG00000037816,SLC25A48,protein_coding,protein_coding
ENSMFAG00000037760,IL9,protein_coding,protein_coding
ENSMFAG00000003425,ENSMFAG00000003425,protein_coding,protein_coding
ENSMFAG00000039509,TGFBI,protein_coding,protein_coding
ENSMFAG00000001615,RUBCN,protein_coding,protein_coding
ENSMFAG00000039447,SMAD5,protein_coding,protein_coding
ENSMFAG00000015373,RF02174,misc_RNA,smallRNA
ENSMFAG00000040547,ENSMFAG00000040547,protein_coding,protein_coding
ENSMFAG00000017698,RF02175,misc_RNA,smallRNA
ENSMFAG00000022360,RF02176,misc_RNA,smallRNA
ENSMFAG00000032172,ENSMFAG00000032172,pseudogene,pseudogene
ENSMFAG00000001536,TRPC7,protein_coding,protein_coding
ENSMFAG00000039910,SPOCK1,protein_coding,protein_coding
ENSMFAG00000021107,ENSMFAG00000021107,protein_coding,protein_coding
ENSMFAG00000034488,KLHL3,protein_coding,protein_coding
ENSMFAG00000014141,MIR874,miRNA,smallRNA
ENSMFAG00000030522,HNRNPA0,protein_coding,protein_coding
ENSMFAG00000003793,ENSMFAG00000003793,protein_coding,protein_coding
ENSMFAG00000001192,MYOT,protein_coding,protein_coding
ENSMFAG00000034545,PKD2L2,protein_coding,protein_coding
ENSMFAG00000000289,FAM13B,protein_coding,protein_coding
ENSMFAG00000008863,RF00026,snRNA,smallRNA
ENSMFAG00000045242,WNT8A,protein_coding,protein_coding
ENSMFAG00000038119,NME5,protein_coding,protein_coding
ENSMFAG00000016458,RF00026,snRNA,smallRNA
ENSMFAG00000039211,BRD8,protein_coding,protein_coding
ENSMFAG00000039764,KIF20A,protein_coding,protein_coding
ENSMFAG00000002420,CDC23,protein_coding,protein_coding
ENSMFAG00000043925,GFRA3,protein_coding,protein_coding
ENSMFAG00000035542,CDC25C,protein_coding,protein_coding
ENSMFAG00000001667,FAM53C,protein_coding,protein_coding
ENSMFAG00000042919,KDM3B,protein_coding,protein_coding
ENSMFAG00000042585,REEP2,protein_coding,protein_coding
ENSMFAG00000027911,EGR1,protein_coding,protein_coding
ENSMFAG00000039900,ETF1,protein_coding,protein_coding
ENSMFAG00000045132,ENSMFAG00000045132,protein_coding,protein_coding
ENSMFAG00000009418,RF00154,snoRNA,smallRNA
ENSMFAG00000009380,RF00154,snoRNA,smallRNA
ENSMFAG00000036454,ENSMFAG00000036454,pseudogene,pseudogene
ENSMFAG00000007571,RF01210,snoRNA,smallRNA
ENSMFAG00000041124,CTNNA1,protein_coding,protein_coding
ENSMFAG00000039611,LRRTM2,protein_coding,protein_coding
ENSMFAG00000035604,SIL1,protein_coding,protein_coding
ENSMFAG00000023482,RF00090,snoRNA,smallRNA
ENSMFAG00000014446,RF00090,snoRNA,smallRNA
ENSMFAG00000000634,ENSMFAG00000000634,protein_coding,protein_coding
ENSMFAG00000009073,RF00001,rRNA,smallRNA
ENSMFAG00000009280,RF00100,misc_RNA,smallRNA
ENSMFAG00000032588,PAIP2,protein_coding,protein_coding
ENSMFAG00000002527,SLC23A1,protein_coding,protein_coding
ENSMFAG00000042397,MZB1,protein_coding,protein_coding
ENSMFAG00000035823,ENSMFAG00000035823,protein_coding,protein_coding
ENSMFAG00000033878,DNAJC18,protein_coding,protein_coding
ENSMFAG00000045474,ENSMFAG00000045474,protein_coding,protein_coding
ENSMFAG00000033440,ENSMFAG00000033440,protein_coding,protein_coding
ENSMFAG00000046198,SMIM33,protein_coding,protein_coding
ENSMFAG00000001679,TMEM173,protein_coding,protein_coding
ENSMFAG00000012947,RF00019,misc_RNA,smallRNA
ENSMFAG00000003689,UBE2D2,protein_coding,protein_coding
ENSMFAG00000042243,CXXC5,protein_coding,protein_coding
ENSMFAG00000035669,PSD2,protein_coding,protein_coding
ENSMFAG00000036960,NRG2,protein_coding,protein_coding
ENSMFAG00000044287,ENSMFAG00000044287,protein_coding,protein_coding
ENSMFAG00000041097,PURA,protein_coding,protein_coding
ENSMFAG00000018295,IGIP,protein_coding,protein_coding
ENSMFAG00000030823,CYSTM1,protein_coding,protein_coding
ENSMFAG00000044428,PFDN1,protein_coding,protein_coding
ENSMFAG00000043747,HBEGF,protein_coding,protein_coding
ENSMFAG00000033873,SLC4A9,protein_coding,protein_coding
ENSMFAG00000020911,RF00015,snRNA,smallRNA
ENSMFAG00000041567,ENSMFAG00000041567,protein_coding,protein_coding
ENSMFAG00000021513,RF00279,snoRNA,smallRNA
ENSMFAG00000007347,SRA1,protein_coding,protein_coding
ENSMFAG00000001205,APBB3,protein_coding,protein_coding
ENSMFAG00000041351,ENSMFAG00000041351,protein_coding,protein_coding
ENSMFAG00000025943,CD14,protein_coding,protein_coding
ENSMFAG00000034339,TMCO6,protein_coding,protein_coding
ENSMFAG00000034109,NDUFA2,protein_coding,protein_coding
ENSMFAG00000040961,IK,protein_coding,protein_coding
ENSMFAG00000001095,WDR55,protein_coding,protein_coding
ENSMFAG00000003284,DND1,protein_coding,protein_coding
ENSMFAG00000002630,HARS,protein_coding,protein_coding
ENSMFAG00000003090,HARS2,protein_coding,protein_coding
ENSMFAG00000037329,ZMAT2,protein_coding,protein_coding
ENSMFAG00000037226,RF00006,misc_RNA,smallRNA
ENSMFAG00000036015,RF00006,misc_RNA,smallRNA
ENSMFAG00000043753,PCDHAC2,protein_coding,protein_coding
ENSMFAG00000040107,PCDHA8,protein_coding,protein_coding
ENSMFAG00000021230,PCDHB1,protein_coding,protein_coding
ENSMFAG00000021315,ENSMFAG00000021315,protein_coding,protein_coding
ENSMFAG00000036830,ENSMFAG00000036830,pseudogene,pseudogene
ENSMFAG00000023206,ENSMFAG00000023206,protein_coding,protein_coding
ENSMFAG00000030389,ENSMFAG00000030389,protein_coding,protein_coding
ENSMFAG00000003385,PCDHB4,protein_coding,protein_coding
ENSMFAG00000003620,PCDHB5,protein_coding,protein_coding
ENSMFAG00000003623,ENSMFAG00000003623,protein_coding,protein_coding
ENSMFAG00000005051,PCDHB7,protein_coding,protein_coding
ENSMFAG00000003451,PCDHB12,protein_coding,protein_coding
ENSMFAG00000026752,PCDHB14,protein_coding,protein_coding
